France,Luxembourg,Netherlands,Germany,Italy,United Kingdom,Ireland,Denmark,Greece,Portugal,Spain,Sweden,Finland,Austria,Malta,Estonia,Latvia,Lithuania,Poland,Czech Republic,Slovakia,Hungary,Slovenia,Cyprus,Bulgaria,Romania,Croatia,Iceland,Norway,Switzerland,Turkey,Ukraine,Russia,Other European countries
1776,96,2410.9,2094.6,464.4,1172.3,136,75.2,13.8,109.8,278,181.2,72.7,84.3,7.4,5.6,2.4,8.8,102.5,57,20.8,77.7,6.9,0.1,32,20.7,1.7,2.7,92.9,113.5,70.7,9.8,192,8.5
1397.5,85.6,2271.4,1838.8,362.4,944.1,126.9,56.4,9,57.5,213.1,275.4,66.2,65.3,3.3,12.8,1.9,11,74.5,52.2,13.6,37.7,5.4,0.2,31.8,17.3,1.4,2.1,90.6,89.1,57.8,4.2,114.1,7.6
2017.4,117.4,2683.1,2329.1,492.1,1150.2,179.8,73.9,14.3,116.2,305.2,366,84.2,92.9,3.9,5.9,2.3,12.8,111.7,63.1,21.1,53.9,9.8,0.2,44,21,2.7,3.2,118.5,140.5,62.7,9.3,165.2,12.1
2109.2,119.2,2737.3,2488.1,498,1210,161.5,88.5,9.7,120.8,299.7,392.6,86.3,139.1,2.4,15,2.2,12.8,118.7,62.5,21.4,51.1,9.3,0.3,42.7,21.7,2.8,3.5,135.6,139.4,70.6,12.5,151.9,13.5
1819.1,102.6,2658.1,2254.7,434.9,1135.4,174.7,72.1,9,115,299.6,322.3,74.9,113.2,3.2,4.4,1.8,10.6,120.1,64.9,21,53,7,0.4,34.3,17.7,2.2,3.1,110,111.4,63.4,8.8,127.8,10.1
2003,110.7,2867.6,2427.8,470.7,1153,173.4,77.6,9.6,117.1,315.4,334.1,87,90.7,2.4,18,2,11.3,118.5,55.1,20.4,58.7,9,0.3,48.1,19.1,2.5,3.1,115.1,133.7,66.9,13.9,119.9,10.7
1838.6,103.5,2594.1,2115.3,423.8,1122.6,137.9,76.6,9.7,109.3,304.5,280.7,73.9,95.1,3.3,4.2,2.5,9,122,70,18,54.2,7.6,0.3,37.6,18.5,2.4,2.7,117.4,108.2,74.4,8.1,175.3,10.1
2020.2,105.3,2642.3,2404.3,478.9,1085.2,161.8,77.2,11.9,113.6,347.9,348,73.1,91,2.4,3.2,2.6,13.7,129,64,23.9,75.6,9.5,0.5,32.2,24.3,2.5,4.3,106.5,126.4,67.4,20.5,167.5,11.8
2269.5,132.4,3116.8,2850.8,560.6,1181.6,219.1,85.8,9.8,117.1,388.5,397.6,89.9,106.2,2.6,6.5,7.9,14.4,137.3,82.3,29.3,64.7,10.9,1,46.8,28.3,3,4,102.1,133.7,73.5,10.8,179.9,23.6
2066.4,122.3,2845.2,2425,469.5,1001.2,183.8,67.8,12.1,92.2,324.6,390.6,78.8,109.6,2.8,6.8,2.6,21.1,134.6,69.8,23.1,63,11.7,1.5,24.7,25.4,3,3,91.4,118,90.5,7.9,199.3,9.9
1749.1,119.4,2701.8,2247.7,457.1,961.7,147.1,67.6,8.7,143.8,278.6,340.9,61.9,95.4,1.7,7.6,2.9,15.8,113.5,82.9,24.4,59.3,7.5,1,26.8,29,2.2,3.1,93.7,105.7,89.8,22.6,158.8,9
2175.5,126.1,3042.7,2684.1,549.4,1305,225.9,77.8,15.3,101.4,343.4,370.5,67.4,105.7,1.8,7.1,1.9,15.4,157.5,108.4,26.2,67.4,9.3,7,45.6,29.6,2.6,3.7,100.8,132,111.2,32,188.8,12.3
1792.5,126.5,2711.9,2078.6,479.5,1167.4,180.1,65.1,16.6,136.8,276.1,216.9,74.6,75.9,1.5,3.6,1.6,20.7,129,71.2,20.9,52.8,6.6,5.9,44.5,29.4,1.7,3.6,78.9,115.1,108.9,16.8,203.6,9.8
1563.9,142.4,2762,2194.8,391.6,1148,161.5,77.3,14,70.7,229.1,296.3,73.6,97,2,3.7,10.8,11.1,141.3,80.8,20.8,58.9,7.7,5.6,43.9,28.9,1.9,2.3,72.6,99.9,103.2,7.7,191.1,24
2141.9,157.7,3070.9,2762.6,547.1,1138.3,196.8,83.9,15.5,75.2,357.9,386.6,92.7,96.3,3,14.7,28.4,12.9,166.8,107.3,26.1,77.4,11.1,10,41.8,27,2.6,4.3,105.6,136.8,111.1,18.7,245.1,10.1
2050.2,140.1,3210.8,2637,488.8,1188.9,199.4,78.8,12.5,128.5,348.5,407,78.1,111.9,2.1,26.3,2.5,14.5,154,107.2,26.4,89.2,11.3,4.8,45,25.5,2.2,3.8,112.9,135.8,110,13.9,241.8,11.1
2030.1,135.7,3100.4,2637.6,504.4,1010.5,251.5,78.8,9.1,126.5,355.9,410.8,105.4,110.1,2.4,11.6,1.8,21.2,145.5,107.6,26.3,97.8,9.2,6.3,43.5,34.9,2.8,3.8,117.4,170,104.3,16.6,285.7,10.5
2221,124.2,3452.6,2705.2,539.1,1112.4,164.5,73.6,16.3,124.8,345.9,351.8,81.5,92.7,1.7,3.9,6.3,24.3,148.5,91.4,25.2,74.8,9.3,7.1,41.5,26.6,2.3,3.5,117.2,115.6,133.1,13.9,214.6,7.5
1866.4,109.9,3010,2393.2,445.9,1053.2,164,76.9,12.6,83.9,320.1,356.8,78.9,127.3,7,10.7,1.6,11.3,150.7,100,24.7,79.2,8.1,3,37.7,22.6,2,3.5,233.4,96,114,16.4,208.2,10.7
2001.2,103.1,3120.8,2539.3,507.9,1094.9,167.8,77.2,8.1,116.6,384.2,335.8,78.1,127.5,2.2,15,1.6,14.3,163.9,111.9,24.7,81,9.7,4.8,32,30,1.9,3.2,299.8,101.2,96.8,17.3,161.6,9.1
2214.9,128.3,3683.1,2933.1,606.6,1335.3,195.6,82.1,10.2,132.9,350.4,480.8,79.1,127,4,5.2,3.4,11.3,167.5,112.4,27.8,90.3,9.4,4.3,41.4,31.3,2.4,4.5,349.4,116.8,115.6,10.9,204.2,11.1
2025.1,131,3430.5,2659.2,501.9,1058.3,161.1,80.8,8.8,106.5,365.3,380.3,76.8,126.4,4.8,21,2.2,14.8,158,114,29.5,93.1,12.8,5,38.4,27.4,2,3.9,258.4,148.5,122.1,19.7,222.3,19.3
1989.2,109.2,3094.4,2423.5,509.1,1247.5,218.5,71,13.5,104.5,340.3,327.7,72.6,142.6,5,14.5,2.1,5.7,146,111.6,28.5,81.7,9.7,7.6,43.8,26.4,2.2,4.4,228.6,186.9,103.2,8.6,216.5,16.3
2207.4,299.6,3278.2,2759.5,540.9,1331.7,223.1,83.1,8.8,124.1,372.6,368,67.5,145.3,5.8,3.1,1.7,8.8,160.4,124.3,33.5,77.9,9.9,6.8,37.8,27,2.1,4.2,181.4,165.7,113.3,8.9,200.2,16.5
1804.8,105.8,2906.4,2099.6,505,1115.6,177.6,60.4,9.9,112,295.5,241.6,56.5,117.4,3.8,25,1.6,8.9,121.1,82.9,21.3,54.6,6.5,5.4,41.9,26.1,1.2,3.4,274.2,116.3,97.5,10.2,190.1,14
1707.4,105.3,3304.1,2328.6,394.3,1136.6,205.7,70.4,8.4,86,258.9,279.2,65.6,139.3,7.4,2.2,1.6,11.2,134.4,92.9,23.3,58.9,7.1,11.1,43.1,25.1,1.6,3.8,212.2,174.2,89.9,7,194.4,12.7
2287.1,125.4,3552.6,2789.1,580.2,1386.1,245.3,78.9,7.7,117.7,325.9,384.4,73.2,119.8,3.7,3.4,4.1,12.8,168.8,118,29.2,69.2,10.1,3.7,36.4,38.3,1.9,4.3,181.9,127.2,98,9.3,262.5,10.8
2053.6,127.8,3455,2525.2,525.1,1023.1,215.3,73.1,18.7,125.8,322,369.6,84.8,140.1,2.6,19.2,1.9,11.1,149.3,113,24.2,67.1,11,5,49.4,31.8,2.3,3.7,250,112.7,113.8,7.1,253.5,10.6
2138.7,130.5,4052.1,2867.6,563.5,1190.1,281.2,89.1,10.4,113,380.5,386.3,89.6,165,4.3,30.3,2.3,7.1,162.3,112.5,33,90.8,10.4,7.3,65.8,34.5,2,4.7,538.9,150.2,108.3,9.2,527.8,12.9
2231.5,145.7,4638.6,2825.6,543.4,1127.3,240.3,77.3,14.6,132.5,332.2,349,86.5,134.6,4.2,3.4,1.7,7.7,147.3,107.2,27,81,7,1.7,70.8,30.2,1.9,3.5,722.8,175.1,108.7,7.9,405.2,11
2008.3,126,4139.7,2771.3,508.7,1233.8,169.4,78.9,17.2,87.7,344.7,375.2,78.7,148.7,2,15.7,2.4,7.4,161.9,141.9,27.8,94.4,10.8,3.8,35.8,29.2,1.8,3.5,516.1,107,127.5,8.3,243.4,12.1
2035.4,134.7,4104.9,2878,544,1238.5,190.2,77.1,8.2,80.2,404.2,382.7,76.9,123.4,2.6,4.7,2.1,11.6,159.9,136.4,28.8,85.2,10.6,4.4,45.7,29.3,2.4,3.3,439.3,96.1,95.3,7.5,184.7,12.5
2415.2,157.1,4862.7,3521.3,625.8,1118.2,177.6,91.4,12.6,95.9,480.2,442.8,86.7,192.1,1.9,8.6,5,10.8,197.4,170,35.2,101.2,11.2,5.8,58.5,34,2.9,5.5,626.5,123.6,126.7,8.5,281,29.1
2128.9,130.2,3748.5,2653.2,493.5,1274.9,199.4,72.7,15.9,65.8,307.1,368.5,87.6,131.8,1.3,2.7,2.3,12.5,153.8,149.7,26.1,79,10.9,4.3,50.8,29.3,1.8,4.4,272.1,161.8,119.9,8.6,270.1,16.9
2267.9,127,3952.8,2981.3,559.6,1424.9,187.8,80.8,16.7,78.6,369.5,408.8,81.7,165.1,1.1,3.5,2.7,6.9,178.5,146.3,30.4,100.6,12.8,4.4,86.8,33.5,2.8,4.5,275.1,153.7,121,8.9,224.5,11.9
2471.6,139.6,3731.1,2924.9,614.4,1402.5,225.5,84.4,12.4,82.9,373.9,433.3,127.6,155.2,1.5,3.9,4.8,10.6,184,146.6,31.7,113.4,11.9,8.9,52.5,33.3,2.7,4.4,232.2,127,134.5,7.1,361.5,21.1
2003.4,129.6,3403.6,2502,541.6,1272.1,180.1,70.2,9.6,85.8,329.9,248.9,80.7,105.1,0.8,5.2,3.4,11.7,135,109,21.7,81.4,9.8,5.5,88.8,27.8,1.9,4.2,261.1,131.7,99.9,8.4,250.8,15.6
1867,128.3,3764.7,2651.5,443.5,1099.3,214.6,75.6,18.1,66.6,327.2,323,86.7,141.9,0.6,14.5,3.3,12.4,162.7,124.8,27.1,80.2,11.5,5.8,75.6,32.6,2.4,3.2,256.9,109.9,114.8,6,277.1,17.1
2380,135.7,3616,2976.6,590,1399.6,207.7,83.6,10,79.1,408,426.6,84.6,148.5,1.1,5,4.2,10.3,194,143.1,32.2,106.3,12.8,4.6,67.4,35.2,1.9,4.6,166.8,106.6,103.2,17.5,283,18.6
2348.4,149.9,3719.8,2964.2,598.1,1330.6,235.1,80.5,12.1,85.9,396.5,422.4,89.3,113.4,1.1,5.1,4.6,13.5,194.2,155.3,39.4,105.2,12.6,6.2,68.4,46.7,2.3,4.6,165.4,128,125,15.9,246.3,16.6
2339.5,152.7,3675.4,3028.6,620,1290,261.4,86.5,22.3,89.8,414.9,430.9,88.4,123.7,1.6,6,2.8,13.2,199.5,144.1,37.2,100,12.1,4.9,87.8,32.4,2.6,4.7,285.2,154.6,118.3,24.6,319.6,22.6
2280.7,136.3,3717.6,2681.7,537.5,1077.5,196.1,77.8,14.6,80.1,344,378.3,80.6,134.4,0.9,5,2.3,7.8,175,115.4,33.8,71.1,8.8,4.7,45.5,31.3,2.4,5,237.7,132.4,119.9,7.6,218.7,21.7
2265.1,138,3713.7,2898.7,575.5,1228.1,198.5,81.7,18.5,86.7,408.8,422.9,101.6,133.2,0.8,5,5,14.4,199.3,136.9,46.2,84.4,12.4,4.5,82.7,19.8,2.4,5,237.8,128.1,130.3,7.6,352.2,26.6
2185.9,138.7,3532.3,3052.6,600.6,1192.2,171.6,81.4,12.2,123.9,419.4,406.3,89.8,120,1.2,9.8,3.6,13,192.1,161.4,52,83.5,10.5,5.8,65,20.8,2.6,4.5,245.5,157.1,141.4,9,326.4,28.5
2580.8,163.6,3889.1,3526.9,708,1375.9,267.1,94.1,17.6,84.6,425.2,483.7,95,148.5,2,20,3.6,10.9,213.8,166.3,65.9,89.5,12.7,5.6,60.3,27.5,3.2,5.8,229.7,171.2,167.9,11.2,349,27.4
2238.1,218.7,3474.2,2891.7,547,1236.3,178.8,76.9,17,64.9,382.6,429.9,97.4,114.6,1.4,9.2,4.3,29.6,181.9,136.1,39.1,83.4,12.2,8.7,58.8,23.4,3.1,4.2,199.1,141.4,129.2,7.6,295.2,18.2
2255.8,143,3857,3164,619.5,1460.9,189.2,86.6,32.7,83.2,382.5,461.7,110.9,130.6,2.8,7.4,3.2,12.2,190.3,156.6,46.7,81.9,12.7,8.9,32.8,22.1,3.9,5.4,175,156.1,155.2,6.9,244.6,28.5
2414.7,154.4,4002,3268.4,676.6,1264.8,226.8,90,15.1,80.8,458.5,464.9,103.2,126.5,2,5.7,4.1,9.9,207.2,164.3,47,97.6,11,6.3,84.9,24.4,2.8,4.6,161.9,160.6,146.3,13.3,277.2,26.7
2248.7,123.7,3925.8,2833.8,640.4,1341.2,218.1,84.3,23.7,79.6,368.4,311.5,80.3,112.5,2.5,14.3,4.1,16.1,175.8,139.3,32.4,78.8,12.1,37.9,84.3,20,3.2,4.7,209.4,163.6,147.8,4.9,300.1,23.8
1825.9,125.9,3943.3,2787.4,494.2,1175.8,166.5,79.4,10.6,66.2,295.5,338.9,88.2,103.6,1.1,4.6,3.1,17.3,167.3,133.2,43.8,76.8,10.3,3.9,112,25.8,3.4,3.2,217.4,147.9,114.6,5.5,295.6,23.5
2307.4,138.8,4147.7,3045.8,633.1,1266.5,195.1,81.7,12.4,81.3,387.3,432.4,89,136.4,1.1,8.4,3.3,16.1,180.1,165.7,46.5,92.7,10.4,9.7,75.1,31.7,3.8,4.5,200.3,160.2,114.1,5,327.2,31.1
2521.3,330.2,4537.6,3249.8,700.4,1375.4,229.4,93.2,21.1,82.3,437.7,494.6,91.4,163,1.8,4.7,4,19,213.1,170.6,59.8,101.2,13.1,9.1,64,37,3.6,5,270.9,172.3,129.1,19.9,506.9,30.6
2294.3,157.4,4707.1,3100,698,1175.4,231.3,89.9,12,82.3,425.3,468.8,83.4,122.2,1.8,6.7,3.7,8.5,198,165.2,51.1,94.3,10.7,4.2,57.8,30.5,3.9,4.3,325.2,181.2,130.2,7.9,411.3,24
2281.6,147.2,4760.8,2928.3,574.1,1090.4,167.5,82.1,16.4,67.4,394.2,384.4,92.2,112.8,1.8,2.8,2.8,13.8,168,135.8,43.9,86.1,8.9,3.4,46.5,29.3,2.5,3.8,353.1,149.4,115.4,4.4,327,20.9
2322.4,191,4821.8,3135.4,603.3,1198,175.2,82.3,19.3,107.3,443.7,546.4,92.4,140.3,4.3,4.2,5,17,192.7,183.9,46.8,99.5,12.4,6,65.3,26.3,3.7,3.8,361,154.4,113.1,10.3,380.8,24.2
2464.2,175.6,4640,3266.3,643.5,1202.4,201.5,124,15,78.4,494.9,479.5,111.6,135.9,1.7,4.9,3.9,17.7,202.6,178.8,57.6,92.4,12.5,3.3,92.6,27.3,1.9,0.7,348.6,123.2,95.4,5.4,295.3,9.1
2521.9,175.3,5022.2,3378.4,627.5,1207.2,184.3,83.9,11.6,80.2,451,444.6,87,175.1,1.4,5.8,6.2,11.3,219.7,181.2,56.5,101.8,12.4,5.5,125.9,26.1,5.9,4.1,366.9,168.4,118.6,5.9,333.4,20.7
2642.8,174.5,4999.9,3517.6,666.4,1242.8,185.5,104.2,11.6,79,557.3,449.9,95.8,148,2,7.1,4,13.8,226.3,176.6,50.9,114,12.9,7.9,115.4,28.9,4,4,360.7,267.3,122.8,5.6,395.8,34.1
2277.9,161.5,4842.3,3192.1,622.4,1172.5,180.8,86.9,16.5,76.3,444.4,438.4,106.4,152.7,3.5,4.2,12.7,18,189.8,155.3,42.1,111.6,14.2,7.6,70.7,29.8,6.9,5.3,313.4,211.1,154.3,4.3,294.6,20.5
2643.9,164.4,5150.6,3228.5,662.3,1316.1,194.5,90.4,12.3,101.7,446.9,457,89.8,141.6,3.3,5.5,3.8,17.8,223.5,165.3,52,127,12.3,9.6,80.8,28.3,3.4,4.7,314.6,209.6,152.6,6.1,359.7,26.8
2469.2,165.6,4988.8,3018.7,669.3,1342.3,216.4,90.8,14.6,91.9,470.7,282.8,85.7,128.6,2,5.7,5.5,7.7,208.3,160.6,45.5,102.5,13.8,6,75.3,36.6,4.8,3.8,275.7,201.4,163.7,21.6,482.1,18
2053,146.1,4821.5,2741.8,469.7,1188,161,82.6,14.6,98.4,344.4,346,106.8,99,3,3.7,6.2,21.6,164.4,117.4,40.3,96.8,9.1,8.9,55.2,36,6,3,259.1,191.2,119.1,17.2,361.9,27.2
2706.5,187.3,4922.4,3273.2,639.6,1482.6,205.4,90,19.7,78.3,431.9,512.9,102.7,131,13.9,10.2,8.9,13.7,222.3,180.9,45.3,117.2,15,6,23.2,36.2,3.7,4.2,304.9,261.7,135,18.5,427.5,24.2
2651.9,195.6,4781,3302.7,640.4,1450.3,229.3,85.4,17.8,81.2,439,445.9,116.3,124.5,3.4,7.8,3.9,13.1,229.6,178,60.4,101.3,13.4,1,40.6,33.8,3.3,5.4,311.5,228,131.8,51.2,303.9,28.7
1979.3,134.4,4102.4,2876,573.6,1109.4,237.9,75.6,15.6,61.2,366.2,356.8,74.1,117.7,2.6,5.1,5.5,17.5,178.2,218.4,39.9,90.1,9.1,1.1,45.7,42,2.6,4.9,341.1,172.4,117.7,39.7,199.5,21
2047.9,121.7,3801.7,2590.1,522.9,793.8,194.4,71.6,13.5,53.4,354.8,289.8,64.7,106.8,2.9,4.5,3.5,16.1,166.4,147.6,34.4,71,11.4,2.5,40.9,26.9,2.9,4,364.3,161.5,103.6,33.9,182.3,22.6
1796.2,117.5,3392.8,2266.7,491.8,1032.3,210.8,72.9,10.9,57,290.5,273.8,69.1,119.6,3.9,4.8,3.2,27.2,154.7,141.2,29.7,71.2,10.3,3,44.9,23.4,2.8,2.8,371.9,176.1,93.9,27.5,149.6,9.3
1835.1,147.9,3340.8,2343.3,537.9,818,187.5,65.9,13.8,62.1,402.1,257.1,100.4,133.4,2.1,5.1,8.5,21.3,179.5,151.1,50.8,73.4,10,3.5,33,26.6,3.1,2.5,333.8,169.8,122.1,5.5,132.5,15.3
2024.4,132.3,3371.7,2754.8,593.1,913.7,263,74.1,19.5,65.9,414.1,285.1,75.4,119.1,26.9,6.2,7.3,15,194.2,158.5,53.4,81.3,13.1,2.7,70.8,32,3.2,5.8,285.9,224.1,135.7,16.3,230.5,10.9
1878.8,110.3,3247.5,2399.9,507,927.5,231.9,66.9,15.1,59.5,390,220.8,75.2,104,1.5,5.7,5.9,14.5,163.3,140.2,43,76.3,10,2.1,47.8,32.8,2.6,5.5,240.6,187.8,118.9,4.3,171.9,20
1738,147.2,3170.6,2251.8,480.3,899.1,210.3,68.4,12.6,69,330.7,202.2,64.2,97,1.8,9.4,11,11.9,152.9,138.5,36.3,74.2,10.9,2.5,46.3,35.9,2.8,4,156.6,167.6,137.1,6.1,144,10.5
2094.1,157.4,3484.1,2642.3,541.9,1088.7,223.6,67.3,13.5,71.7,376.6,262.3,67.4,125.8,3.1,5.9,6,16,181.1,145.2,60.9,75.4,13.8,4.6,49.4,32.2,2.4,3.7,184.2,179.8,89.5,5.1,146,10.4
1955.7,143.7,3241.7,2354,547.6,809.2,198.5,63.1,15.8,70.4,306.5,178.7,65,92,3.6,5.3,4.2,12.5,162.7,137.5,33.3,61.4,10.8,3.9,85,25.8,3.2,4.4,187.1,142.9,115.5,8.5,245.1,12.7
1684,134.8,3416,2206.9,397.1,788.2,165.8,60.4,9.3,50.7,263.6,184.5,49,97.7,2.1,5.6,17.6,14.5,150.2,114.8,35.3,55.5,11.7,2.3,60.4,32.8,2.1,3.3,169.8,132.2,101.8,12.4,268.9,9.9
2216,145.4,3635.1,2839.2,540.9,859.5,223,72,14.6,75.6,420.9,324.6,89.6,112.5,2.5,7.5,5.8,18.8,199.2,160.1,47.2,70.5,13,1.3,67.5,28.7,2.9,5.3,161.3,181.2,100.6,25.2,308.2,14.3
2305.5,156.2,3828,2758.4,566.5,987.3,212.5,71.8,18.8,77,399.1,285.1,73.8,147,2.6,8.3,8,12.9,213.2,169.9,53.9,72,13.9,4,62.9,37.7,2.8,6.1,188.7,192.7,100.4,36.8,397.9,15.9
2084.6,164.8,3818.5,2725.5,538.1,873.8,197.7,80.3,10.9,74.1,370.9,271,103.2,113.6,2.8,11.8,4.3,14.2,203.7,154.1,51.1,70.6,11.8,2.6,44.5,30.2,3,3.8,211.4,141.5,91.7,34.3,361.6,13.1
2282.9,154.5,4086.8,2833.3,529.2,711.9,201.3,101.1,14,69.1,408.6,284.7,87.8,119.6,5.9,4.5,4.2,8.8,179.8,140.6,42.4,67.3,8.2,2.3,93.8,32.4,2.4,4,258.8,235.9,93.6,24.9,356.3,11.5
2138,156.1,3878.2,2418.7,458.4,948.4,178.5,189,10.4,60.4,352.9,245.8,76.7,105.5,2.6,8.9,4.6,24.3,167,149.3,37.2,70.1,11.2,8,45.7,27.6,2.7,3.8,258.6,135.3,109.3,14.6,334.9,11.6
2274.8,140.9,3694.5,2693.9,548.7,937.1,194.1,69.7,16.3,67.8,444.8,265.1,89.3,111.9,9.2,8.5,3.9,11.6,176.6,177.3,47,68.8,9.1,6,30.7,32.5,2.7,4.2,224.4,136.2,104.9,7.6,302.7,15.2
2375.8,181.4,4170.4,3241.1,606.2,1022.2,222.1,79.2,13.3,93.3,478.3,353.5,78.3,145.1,5,7.3,7,24.3,227,204.7,56.6,93.3,14.6,5.2,92.7,35.6,3.3,4.8,280.6,203.1,144.4,14.3,511.5,18.5
2212,149.4,4191.3,2864.9,557.1,1038.9,189.5,69.9,12.2,67.7,387.2,305.5,75.4,147.3,2.7,7.3,6,17.3,238.8,158.6,44.5,77.6,9.6,4.6,59.9,32,3.6,3,228,170.4,137.9,17.8,438.6,14.2
2085.3,168.8,3921.9,2634.4,514.5,1040.3,220.9,66.8,11.4,71.6,393.4,312.5,80.1,111.8,4.1,7.5,5.1,15.3,204.8,147.4,55.5,77.3,11.6,4.3,61.1,31.5,3.2,5.1,236.1,163.6,121.3,15.4,442.7,17.7
2386.1,178.4,4303.4,3030.6,564.5,1194,220.2,75.3,19.2,80.4,440.6,371.6,78.5,141.1,3.3,9.1,4.7,11.7,207.6,175.2,64.5,95.6,14.7,6.6,66.9,40.3,5.1,4.2,242.8,190.1,152.6,18.5,378.4,18.2
2076,130.2,3803.1,2536.4,542.8,1222.1,214.4,68.1,13.8,72.5,461.2,232.8,74.4,132.7,5.6,9.9,4.3,13.9,167.8,142.9,42.1,73.4,10.8,4.6,89.9,41.8,3.8,4.6,214.7,177.2,131.7,16.7,332.5,16.4
1739.8,166.3,3829.8,2633.1,411.4,1163.5,168.4,68.8,13.8,77.9,359.1,269.7,91.8,121.6,3.3,6.8,4.9,18.4,179.2,162.1,42.6,73.3,12.7,4.4,87.7,43.3,2.5,4.8,165.1,154.6,142.6,3.9,385.7,16.5
2311.5,163.5,4171.5,3061.4,564.9,1056.7,214.1,73.2,17.3,107.1,446.6,411.3,105.3,151,27.4,7.7,4.8,20.2,225.9,206.8,57.4,98.7,14.5,3.6,57.7,42,3.9,5.4,195.4,187.2,149,10.9,444.7,18.6
2269.5,168.3,4525.2,2959.9,550.6,1348.7,193.2,76.5,13.1,88.4,476.1,428.3,86.6,134.8,3.8,9.6,6.3,24.4,231.5,196.4,57,94,13.3,4.3,34.1,39.9,3.7,4,314,180.8,156.9,48.4,360.8,16.5
2156.6,171.2,4739.6,3058.8,552.9,1100.2,261.1,78.7,16.9,104.8,456.8,422.3,145.7,142.5,4.3,7.4,4.6,16.4,212.7,193.9,68.4,97.6,12.9,4,46.5,45.6,3.7,4.5,336.8,180.1,169.5,33.9,447.7,23.9
2238.3,175.9,5153.3,3064.6,557.4,983.8,195.1,79.2,13.9,110.1,432.5,373.7,136.6,140.7,6.4,11.5,3.7,32.7,213.4,185.7,71.1,86.9,12,4.2,64.2,40.7,3.6,3.3,310.9,142.9,130,20,373.8,19.8
2298.5,165.4,4984.6,2886.3,526.9,1062.4,201.3,78.5,19.6,100.8,457.1,370.7,94.9,131.8,4.7,7.7,4.9,22.3,207.5,196.7,55,80.4,11.8,5.4,59.4,40.6,3.2,3.5,379.4,230.4,165.1,14.5,533.1,25.6
2446.6,152.4,4814.3,3288.1,602.4,1207.9,201.6,82.3,14.6,102.9,462.2,433.7,88.1,159.2,2.8,10.4,4.7,18,237.9,228,61.9,91,13.3,6.5,86.6,40.6,4.1,3.1,338.9,241.6,150.1,34.1,535.6,27.2
2665.4,203.7,5550.6,3770.9,674.9,1291.1,222.9,100.2,28.5,119.8,545.5,455.1,113.5,152.5,3.2,10.6,7.5,28.9,282,251.7,76.4,103.5,13.7,8.3,90.7,49.3,5.2,4.2,389.2,229.6,164.3,14.3,569.7,28.7
2316.9,187.8,4856.9,2996.8,567,1275.1,202.3,76.4,14.8,105.4,478.5,390.8,91.4,154,5.7,9.7,5.3,19.3,239.6,208.5,65.5,82.7,12.8,3.3,93.5,39.8,4.7,4.8,239,218.6,177.9,15,543.5,26.7
2694.1,249,4927.2,3393.8,637,1519.9,215.9,84.7,14.6,112.1,510,436.9,111.2,149.8,8.8,10.8,6,22.8,243.8,216.4,65.6,98.7,14.4,11.3,116.7,41.1,7.2,4.4,282.5,262.8,165.8,16.2,655.5,26
2528.8,205,4919.4,3144.9,605.5,1371.1,229,83.2,16.7,103.1,486.7,442.8,93.6,134.8,7.2,9.6,5.3,17.5,249,203.2,65.2,88.5,15,5,127.1,42.5,7.1,4.2,207.2,255.4,164.7,13.4,632.1,17.4
2166.7,177.8,4726,2714.3,586.9,1417.8,203.4,80.8,14.4,99.5,437.1,283.1,97.2,130.8,5.7,7,5.3,21.1,186.7,170,40.7,77,11.7,7,86.6,43.7,4,3.3,303.3,207.2,117.2,14.9,552.4,16.2
2025.1,168.8,4900,3007.4,469.1,1555.5,192,89.7,18.5,101.4,338.1,303.3,107.5,146.5,5.8,7.6,6.2,18.9,217.5,187.9,50.3,90.9,13.5,8.6,77.6,46.9,4,4.2,259,247.4,166.7,15.9,583.4,16.2
2553.9,137.1,5126.6,3340,615,1356.7,201.6,102.7,20.1,126.9,451.5,455.4,101.4,161.1,5.8,11.9,7,16.8,236.1,256.8,63.8,94.1,17.2,4.3,83.1,76,5,4,278.2,211.8,126.2,28.9,503.7,24
2331.4,127.3,4819.4,2964.5,588.2,1418.3,203.2,73.9,23.2,145.7,409,413,89,164.5,6.1,11,8.9,17.3,235.3,217.3,59.4,87.4,15.1,3.3,67.6,58.3,4.7,5.5,262.8,185.7,144.2,22.2,504.7,19.1
2465.3,140.6,5071.5,3150.2,621.5,1437.5,239.9,70.5,29.7,142.6,466.3,433.8,112.9,158.9,7.7,10.1,5.2,26.1,223.8,248.9,59.6,90.3,15.4,9.3,65,50.7,4.5,4.3,377,255.7,151.1,78.3,526.5,19.2
2440.4,210,5215.5,3214.1,595.3,1079.3,202.4,80.1,50.3,110.6,469.9,386.6,91.2,139.4,5.1,8.5,12.9,20,216.2,223.7,58.4,83.2,14.7,7.5,71.5,44.4,3.2,4.3,489.4,212.4,155.6,5.2,548,24.7
2310.8,171.7,5432.8,3128,546.5,1258.1,198.9,93.1,42.3,125,470.9,392.2,104.7,170.4,7,10.9,13.8,19.5,226.2,200.7,59.1,84.5,11.5,6.1,42.3,39.5,4.7,3.7,394.8,132.9,160.1,15.1,533,17.8
2484.6,175.5,5548.7,3290.4,639,1181.7,204,76.1,22.1,123.8,455,399.2,125.5,162.5,16.8,12.7,8.6,20.3,238.9,235.9,66.6,91.8,13.6,7.7,65.4,45,3.6,4.5,419.8,189,192,9.6,599.7,29.3
