France,Luxembourg,Netherlands,Germany,Italy,United Kingdom,Ireland,Denmark,Greece,Portugal,Spain,Sweden,Finland,Austria,Malta,Estonia,Latvia,Lithuania,Poland,Czech Republic,Slovakia,Hungary,Slovenia,Cyprus,Bulgaria,Romania,Croatia,Iceland,Norway,Switzerland,Turkey,Ukraine,Russia,Other European countries
1640.1,256.9,1411.9,2009.8,398.7,996.8,58.4,99.8,64.6,63.2,371.6,155.1,60.2,110.7,3.5,6.5,5.5,10.3,125.8,71.1,22.2,71.6,13,4.7,8.6,24.8,11.2,3.2,46.8,130.9,102.4,25,77.9,16.8
2525.2,330.1,1834.3,2459.5,777.2,1272.7,82.1,113.4,93.7,91.7,552.8,237.7,78.5,149.9,4.8,9.7,7.4,13.9,159.6,112.4,27.2,95.6,20.9,6.9,12.2,34.4,14.6,4.2,49.7,175.2,138.5,27.5,107.7,25.4
2589.1,360.8,1918,2671.1,789.7,1256.2,92.8,124.5,94.1,102.7,588.7,229,81.5,157.6,6.7,9.7,6.8,17.8,170.3,95.1,32.5,93.9,21.9,6.2,13.4,32.4,17.9,3.5,55.3,210.1,145.6,27.4,102.4,24.1
2209.6,311.6,1687.9,2438.3,757.2,1173.3,82.2,107.2,84.1,86.5,556.2,190.9,69.8,155.6,6.2,9.8,6.2,13,164.8,86.1,27.8,78,24.2,5.1,14.2,31.1,11.2,4.1,48.3,178.8,130.3,26.7,94.3,21.1
2315.3,317.5,1741.3,2277.7,644.4,1165.2,84.4,101.8,82.4,76.5,485.5,176.1,68.3,130.2,6.3,6.4,5.4,11.1,117.4,68.1,23.5,61.6,19.1,5.3,12.9,25.9,11.8,3,42,157.7,142.7,29.2,101.7,27.1
2368.1,322.5,1681.3,2250.7,692,1168,92.9,107.2,80.6,80.2,489.5,177.4,74.6,138.7,6.1,6.6,4.9,10.7,139.9,76.2,31.5,80.7,16.3,6.2,12.2,27.1,12.5,2.7,44.5,153.3,128.6,16.6,73.4,19.5
2402.2,356.8,1694.7,2275.2,739.8,1225.4,91.4,107,91.7,80.8,556.7,172.6,70.2,136.3,5.1,7.3,6,10.5,167,84.6,33.1,64.1,17.5,6.3,12.6,29.9,14.4,2.8,43.2,161.3,133.9,21.8,93.2,27.8
2832.5,420.2,2067.4,2773.8,891.6,1333.1,125.1,137.4,100.9,105.6,630.1,239.6,89.6,181.6,4.9,9,6.9,14,207.9,102,36.1,68.1,17.8,7.2,12.8,35.3,16.5,4,49,179.6,185.9,27.1,105.8,24.9
2575.6,367.8,1874.9,2551.1,770.5,1193.8,95,119.3,98.7,97.3,566.8,210.4,87.3,161.1,7,8.2,6.4,12.9,190.5,93.5,33.2,55.2,18.1,6,12.3,29.7,22.2,2.6,48.5,176.9,139,25.2,106.1,23.4
2286.8,348.1,1746.1,2407.4,753.1,1089.1,115.3,113.6,90,83.6,544.8,205.9,76.7,154.6,4.6,8.6,4,9.6,184.6,89,32.4,65.8,15.2,9.8,11.2,30.1,20.1,3.8,52.7,162.4,153.2,35.4,109.2,20.1
2784.2,383.7,1992,2641.2,902.7,1347.7,114.5,141.8,110.4,99.7,606.1,224.6,92.7,175.4,4.8,9.3,6.3,12.9,179.9,104.2,34.7,81.6,18.8,7,16.5,35.5,12.2,3.6,83.1,221.1,172.4,27.5,131,29.6
2348,342.3,1734.2,2524.9,719.7,1182,115.3,110.9,98.6,80.9,507.5,160.5,72.5,161.4,7.4,9.7,6.2,13.1,158.9,83.6,31.4,69.6,15.9,6.3,15.1,29.8,14.3,3.5,43.6,160.8,148.9,27.4,130.2,23.3
1980.5,316.8,1647.6,2340.6,488.6,1116.3,87,111.7,67.5,70.8,437.2,189.6,72,138.2,3.8,8.6,4.9,11.3,147,82,30.1,57.6,16.3,6,10.7,32.4,9.4,2.9,41.6,143.6,134.6,27.8,109.3,22.2
2685,394.7,2047.1,2733.7,867.6,1356.5,107.4,142.6,98.6,99.2,625.8,252,92.9,175.3,5.2,10.2,6.3,14.2,185.8,106.4,39.6,78.5,21.6,8.3,16.1,40.9,13.5,4.8,60.2,195.5,157.2,29.3,122.5,26.8
2739.5,383.9,2006.3,2824.8,848.6,1324.8,105.8,131.6,98.4,103.7,650.1,238.5,91.1,178.2,6.6,9.5,6.3,11.8,183.2,98.9,36.5,77.9,21.6,21,13.9,40.6,12.6,3.7,65.1,190.3,173.8,34,123.9,28.3
2739.5,393.7,1958,2727.6,816.5,1345.7,103.1,148.8,110.9,91.9,671.3,240.3,92.1,169.1,6.2,8.2,5.7,13.4,171.8,100.8,37.4,78,20.2,12.6,15.4,38.3,11.8,3.6,55.4,209,136.3,29.9,117,31.9
2648.1,393.1,2047.4,2566.5,737.3,1177.3,106.6,127,89.1,89,511.8,244.8,99,167.4,4,7.8,4.8,11.6,149.2,95.4,28.6,61.7,18.1,8.8,15.4,33.7,10,3.1,55.1,175.4,156.6,26.1,128.9,25.7
2624.5,360.7,1845.2,2461.6,751.6,1274.2,94.2,116.9,86,90.4,557.2,215.2,90.4,131.1,4.5,6.9,5.3,10.4,166,90.4,27.4,71.3,28.4,6.5,10.5,33.2,9,5,54.6,170.8,140.8,21.2,96.2,17.6
2708.9,363.3,1884.7,2501.9,847,1269,117.6,124,87.7,93.6,615.3,217.9,91.4,142.6,39.2,9.5,5.4,10.2,170.1,101.7,30.3,68.5,20.4,7.2,12.4,37.5,11.2,5,56.1,196.5,139.6,21.6,127.2,20.3
3236.7,437,2157.9,2886.3,916.8,1381.4,136.7,145.8,97.9,127.7,682.6,259.1,103.8,172.1,5.4,9.6,8,12.4,212.3,115.6,36,89,25.5,10.5,14.4,44.5,13,4.9,57.6,314.4,163.2,32.3,144.8,23.5
2844.2,400.7,2052.8,2884.5,809.6,1228.6,133.6,128.9,97.9,106.3,660.1,231.4,99,160.9,4.8,11.3,6.7,13.7,200.3,104,33,82.6,18.7,7.3,16.3,38.3,14,5.4,61.6,171.8,181,28.9,147.7,24.9
2804.3,375.3,1918.5,2538.3,791.2,1156.9,131.4,119,83.8,99,620,232.1,86.7,153.5,11.7,11.6,7,14.7,178.4,103.5,33.6,82.8,22,7.7,16.2,44.1,12.3,5.3,59.5,193.3,155,28.4,142.3,24.3
2889.6,393.6,2181.5,2854.5,842.4,1278.3,122.3,155.4,92.6,110.9,689.2,234.3,99.2,161.2,5.8,11.2,7.8,17.1,203.3,111.5,38.2,85.4,23.9,7.9,18.3,45.8,14.3,4.3,127,208.4,174.2,27,155.1,32
2414.8,381.2,1771.4,2393.9,722.6,1092.1,116.8,117.7,87.9,92.7,522,161.5,70.3,141.6,4.9,10.8,6.5,15.5,180.7,93.3,26,68.1,19,5.9,14.3,40.4,12.5,3.9,101.8,169.8,157.3,21.7,124.2,24.2
2165,334,1903.7,2528.7,520.9,1168.5,113.9,128.7,72.3,78.3,443.8,194.7,83.8,137.2,4.3,10.5,6.5,13.1,182,101.3,33.6,74.3,18.5,6.4,14.9,36.7,8.9,4.7,47.7,156.9,147.7,24.1,133.7,28.5
2892.4,433.8,2205.3,2846.4,896.4,1324.5,127.4,145.1,108.3,113.1,691.7,256.6,96.5,158.9,5.1,13.3,12.3,17.5,231.9,124.2,43,88.4,24.8,8,15.6,45.9,13,5.1,70.7,214.5,186.4,30.8,146.1,32.5
2829.9,420.8,2163.3,2690.5,846.4,1164.6,101.1,131,89.6,92.6,584.3,254.2,93.2,153.7,4.4,12.6,10.9,18.7,217.9,115.1,43.1,88,23.6,7.1,16.4,44.7,13.9,4.8,62.4,193.7,181.5,29.5,157.3,33.6
3183.2,443.8,2217.4,2780.7,886.5,1519.5,130.9,151.4,96,101,631.5,285.9,92.8,165.6,6.6,14,9.4,21.7,223.7,110.1,42.2,92.6,23.5,7.8,16.9,46.7,14.4,4.6,59,210.7,161.4,30,173.8,25.7
3202.2,709.4,2132.4,2461.2,709.8,1352.5,92.9,129.7,88.7,86.5,607.4,230,80.3,141.3,4.4,11.3,7.5,18,186.7,103.2,35.9,82.3,27.9,7.5,16,41.1,13,3.9,56.9,214.7,183,25.9,130.7,33.6
3083.8,447.1,2012.4,2542.4,768.4,1418.8,137.2,121,87,92.8,597.8,210.2,86.2,155.2,3.8,9.7,7.3,14.7,211.4,110.5,38.1,83.3,21.3,7.4,11.5,33.4,10.3,4.7,80.8,228.2,143,23.5,136.4,23.1
2897,401,1978.5,2656.7,810,1555.7,118,130.1,94.7,99.2,634.9,214.4,91.6,146.8,4.6,10.4,6.4,14.4,216.3,109,41.8,89.8,18.8,8.5,15.4,43.6,12.7,3.8,98.5,234.6,167.2,38.4,157.3,34.9
3542.2,515.9,2399.5,3144.6,946.3,1736.8,115.2,169.4,122.6,113.1,728.2,270.5,116.9,187.8,5.7,15.3,9.4,21.8,244.4,137.9,45.3,91.5,29.4,11.1,16.9,55.4,16.5,6.4,131.1,389,219.5,37.2,192.5,31.8
2864.9,440.3,2077.5,2714,769.2,1090.1,110.6,121.9,96.9,95.9,574.1,267.4,89.1,151.4,4.4,12.3,8.4,16,216.7,118.2,48.7,77.8,22.8,9.9,15.5,40.4,12.6,5,63.5,169,185.9,33.7,153.2,24.4
3067.7,411.8,2398.4,3004.5,877.7,1259.7,133,145.2,105,110,681.7,260.4,110.7,179.5,5.1,15.8,9.5,18.8,248,129.2,45.8,98.3,27.2,14.8,16.7,43.1,17.8,12.1,72.8,231.8,195.2,34.2,178.3,28
3189.9,420.6,2405.9,3239.2,921,1360.2,129.2,163.9,108.7,110.5,729.3,280.5,113.9,187,5.3,15.5,9.8,22.2,251.3,145.1,48.2,92.1,29.2,15.8,22.4,59.9,14.4,6.3,81.7,243.3,193.8,38.4,203.4,32.2
2707,396.3,2043.4,2779.6,787.7,1191.8,120.6,123.3,106,84.8,635.8,176.8,86.7,171.1,4.1,13,6.9,15.8,210.5,113.6,35.4,78.9,27.2,12.8,15.5,51.1,13.7,4.4,57.3,213.3,185.4,30.6,188.3,27.9
2291.8,356.6,2139.9,2855,555.5,1167.9,96.4,139.9,82,73.9,492,258,95.9,151.7,4.8,14.3,9.9,15.3,209.8,122.5,42.3,76.3,24.2,10.1,16.7,44.4,14.8,4.5,64.2,193.4,175.4,30.7,180.7,29
2978.3,401.8,2302,3223.6,942.1,1364.1,111.6,228.4,103.3,103.8,715.6,311.9,115,203.1,3.7,14.4,11.3,22.1,262.1,147.7,45.3,89.7,33.1,14.5,19.8,63,15.8,5.9,83.3,237.9,201.9,31.6,210.6,31
2998.6,405.5,2333.1,3240.4,994.4,1316.4,124.7,177.4,112.8,118.4,736.5,325,127.6,204.6,5.8,14.8,12.4,24.6,281.6,156.5,52.8,88.9,31.1,18.9,27.2,67,14.9,5.8,88.5,261.7,162.8,40.1,249.7,32
3073.7,422.4,2301.1,3243,950.8,1406.5,136.2,159.2,106.1,110.1,710,323.8,115.5,208.8,4,17.2,13,25.2,270.3,154.9,47.5,91.8,29.4,13.8,23.5,68.7,16.3,5.4,71.5,274.6,197.4,36,239.8,36.4
2690.3,408.8,2077.2,2729,728.5,1080.5,97,144.7,83.9,91.7,592,284.5,105.2,153.6,4.5,10.7,9.8,18.7,216.1,120.2,41.5,65.6,28,14.8,23.4,62.4,15.8,4.5,63.1,237.5,166.5,36.8,177.8,55.6
2977.2,410.4,2286.2,3001.7,895.2,1326,146.1,158,113.5,108.5,731.7,276.3,108.6,183.1,4.6,13.3,12.3,32.3,257.5,148,44.4,78.1,32.4,13.7,21.7,44.8,13.5,5.4,73.7,221,186.1,27.9,161.1,28.5
2917.4,392.5,2211.9,2835.5,910,1289.3,141.8,159.1,109.8,100.9,698.9,273.2,111.2,172.3,5,12.3,13.8,24.5,263.6,139.7,48.9,81.6,30.4,12.4,22,50.7,14.9,5.2,68,258.4,189.4,29.1,172.5,31.9
3286,495.9,2512.1,3331.1,1007.6,1468.7,136.7,182.3,138.5,136.6,795.1,302.5,120.7,211.9,5,15.8,14.3,23.9,299.9,177,54,88.2,33.7,15.3,26.9,64.7,16.7,9,90.4,245.7,247.6,41.8,194.1,36.1
2988.4,400.3,2260.1,2921.7,895.9,1175.6,137.6,208.6,106.8,115.5,704,277.7,111.8,181.9,7,14.3,12.2,20.9,274.8,148.9,48.9,85.7,31.2,13.8,26.6,51.8,13.8,5.6,74.1,197.1,205.8,30.1,195.7,34.6
3004.5,422.9,2409.1,3253.6,950.6,1215.2,143.6,150.9,114.4,128.3,716.7,303.6,126.4,190.9,5.8,15.5,16.1,31.9,305.8,156.3,55.4,90,30.2,12.5,32.6,65.4,15.2,5,82.5,278.8,195.2,38.5,223,44.3
3271.4,444.4,2463.6,3296.7,961.4,1375.8,131,188.5,129.8,118.2,796.2,328.8,126.6,198.3,7,16.2,16.7,32,321.1,167.7,57.4,101.3,30.6,14.5,35.6,73.5,13.6,5.8,98.8,241.2,203.2,44.3,221.4,45.8
3030.4,391.1,2243.2,2949.2,847.8,1333.3,132.5,149.4,115.5,107.9,631.7,230.1,100.4,181.3,5.7,16.8,12,31.4,288,144.8,50.2,81.1,30.9,12.1,26.9,55.1,16,6.5,84.6,258.6,189.4,36.2,236.3,33.5
2472.6,330.4,2253.4,2910.8,564.8,1260.7,113.5,166.4,102.5,88.3,485.9,284.1,110.4,155.8,5.9,14.6,11.1,26,285.2,153.2,49.6,84.9,27.4,11.8,28.8,54.6,12.6,8.3,77.1,217.2,187.7,47.4,230.6,34.8
3133.6,381.1,2350.5,3141.8,892.8,1387.6,124.7,172.7,126.7,116.1,667.3,335.6,122.8,186.7,7.3,15.4,10,30.3,307.3,160.5,54.1,88.5,33.8,16,30.3,59.9,14.9,6,87.2,197.1,206.3,33.5,214.5,39
3586.2,453.4,2723.1,3346.3,1026,1488.1,142.1,168.6,137.9,141.9,759.2,322.4,131.5,209.5,8.1,18.2,16.5,31.2,347.4,197.4,59.1,97.6,32.8,14.5,35.5,79.9,16.8,8.8,106.9,309.5,202.7,42.9,264.1,45
3489.1,457.2,2500.2,3093,936.4,1377.9,144.6,167.7,130.5,119,709.7,312.8,112.4,214.7,6.3,14.2,16.3,27,332.2,171.4,60.5,87.5,36.2,13.9,31.1,79.9,14.2,6.4,95,247,196.5,39.7,234,51.8
2941,452.3,2157.7,2465.5,707.6,1094.7,149.9,134.1,109.3,103.8,548.1,230.8,99.2,162.7,5.2,10.3,9.8,24.8,253.6,141.1,47.1,73.1,30,8.9,21.9,56.4,12.5,4.5,68.8,294.5,183.3,46.5,164.6,34.4
3304.5,433.8,2456.7,3098.6,920.5,1404.1,138.2,172,110.4,129.3,635.6,273.9,121,188.1,5.3,15,11.8,32,326.4,166.4,57.1,79.4,34.7,13.4,26.4,65.1,12.7,5.2,77.5,228,193.4,28.7,166.9,26.7
3347.6,458.9,2462.8,3173.3,912.4,1379.3,146.9,181.6,111.4,133,651.1,279.7,122.1,188.8,6.3,14.8,14,31.4,351.1,180.9,64.2,80.2,37.4,15.7,33.8,80.9,14.7,4.9,69.4,234.7,210.3,39,186.8,44.9
3413.9,487.4,2495.4,3207.7,869.6,1353.5,148.3,173.3,120.1,118.5,616.4,255.8,128.2,211.4,6.9,14.4,11,27,341.9,176.2,57.6,86.7,33,14.6,28.1,72.5,19.2,6.7,83.8,314.6,220.3,44.5,227,39.8
3576.9,501.9,2552.9,3445.7,915.2,1354.8,144.5,166.9,139,115.4,723.4,300.8,129.5,208.9,7.3,18.1,12.8,28.9,366.3,187.8,65.2,93.1,39.8,14,38.2,76.9,21.5,6.3,103.7,269.4,247.4,48,287.7,45
3132.8,485.1,2581,3191.8,834,1203.1,118.6,173.4,120.4,119.3,619.1,298.1,125.3,181.4,5.3,17.6,12.9,29.2,339.5,191.6,61.7,91.1,36.2,16.2,35.2,66.9,16.4,6.3,101.9,271.7,210.5,47.5,278.1,38.3
3502.9,539.1,2686.3,3406,871.5,1324.1,116.2,180.3,192.2,117.3,634,275.3,126.8,217.3,6,15.9,13.3,28.8,359.4,183.2,65,94,39.4,13.8,38.5,82,18.1,5.1,116.1,312.9,274.2,50.2,279.1,37.7
3262.2,517.2,2512,3387.6,851.4,1321.8,96.2,158.8,140.8,109.6,577.3,223.2,121.5,196,6.7,16.7,13.1,47.8,331,184.2,56.8,94.7,34.6,14.6,37.2,65.6,16.6,5.9,95.7,321.7,233.1,48.6,337,42.1
2469.1,399.7,2326.4,3076.7,503.6,1091.9,93.6,158.1,102.9,82.7,512,259.8,106.4,155.3,5.4,10.3,10.2,28.8,286.2,154.2,46,69.6,28.8,16,27.5,52.2,12.6,4.7,149.1,216.4,166.5,45.4,230,38.5
3119.4,520.4,2728.8,3455.6,878.5,1367.1,104.7,190.2,114.6,121.3,578.9,319.9,140,205,6.2,16.4,13.3,30.1,365.4,198.2,62.3,102.5,39.1,11.8,32.9,74.5,17.7,6.1,110.7,282.6,184.9,52.3,285,54.7
3486.5,459.2,2638.6,3371.3,918.9,1324.7,114.3,186.5,121.1,135.4,591.8,306.3,134.2,211.4,6.6,18.9,13.1,32.7,327.7,195.1,63.5,93.2,39,14,35.7,76,18.1,3.3,98,276.8,186.8,57.4,287.9,52.8
2979.9,372.7,2135.2,2606.4,663.2,1065.4,94.4,145.2,80.3,91.7,421,246.5,98.9,180.6,5.4,11.5,8,23.3,260.6,163,50.4,81.6,32,11.6,27.1,46.5,15.5,3.3,75.3,248.7,135,41.1,237.9,34.6
2717.5,341.4,2048,2129,552.2,900.1,93,141.4,86.9,85.7,384,184.3,78.9,134.4,5.3,7.6,6.4,24.7,238.9,127.4,35.9,63.3,21.3,11.4,19.7,36.4,11.9,3.5,80.2,230.9,117.5,35.7,168.7,34.3
2753.2,413.1,1877.1,2384.4,614.4,908.7,102.3,127.8,91.8,90.5,419.4,199,76.2,147.5,4.2,8.2,6.1,18.8,257.5,131,35.7,60.4,24,7.8,14.6,33.5,9.6,2.7,74,243.8,91.5,12.6,121,21.4
2931.3,319.6,1896.4,2248.8,568.5,943,100.1,116.5,88.4,92.9,420.7,174.7,72.6,146.6,5.1,7.8,6.6,22.6,243.2,135.1,37.7,57.1,26.5,10.4,17.2,39.8,9.9,3.2,67.7,171.3,122.4,20.4,128,26.6
2829.6,358,2085.2,2598.7,676.1,981.3,97.5,145.7,86.2,89.3,484.1,193.5,77.6,180.1,4.8,13.4,5.9,21.4,255,151,38,64.5,28.1,11.6,19.1,48,12,3,71,288.3,131.2,26.7,140,29.6
2603.1,334.6,1994.5,2406.7,594.6,867.1,101.5,125.5,75.7,95.1,414.5,202.9,81.3,151.6,4.7,10.3,6.6,26.9,253.3,137.4,34.7,63.9,26.1,11.1,17.9,37,10.5,2.2,59.3,165.2,133.6,27,132.3,32.7
2307.9,318.1,1890.5,2309.8,599.4,893.5,72.5,112.2,82.5,80.9,428.8,169.1,72,138.7,4.3,14.7,6.2,24.6,237.2,126.2,37.1,60,25.4,11,22,39.8,11.9,2.2,73.3,171,142.3,25,141.7,42.4
2629.7,363.7,2144.3,2550.1,662.5,1027,90.8,129.1,121.7,87.7,504.6,215.5,80.3,167.5,5,16.3,7.7,31.2,259.2,154.4,39.3,62.2,27.8,11.6,20.9,61.5,11.3,2.7,81.8,198.6,180.6,29.2,155.3,53.7
2544.3,341.8,1993.8,2411.2,659.6,1100.1,79.9,106.3,96.7,91.2,451.5,139.8,74.6,225.5,4.6,11.4,5.6,27.3,246.4,137,35.9,61.6,21.8,20.2,21.6,44.3,10.9,2.6,66.2,192.5,176.5,26.8,160.6,35
2057.5,295.5,1851.2,2332.9,393.9,1026.3,83.5,121.6,69.4,73.1,363.6,169.8,67.2,138.4,4.3,9.3,8.8,23.5,229.6,122.9,31.5,50.1,21,9.1,12.4,37.7,7.8,2.3,64.4,142.9,165.7,26.1,128.4,28.6
2809.9,351.4,2131.9,2683.8,738.8,1261.5,72.8,144.1,94.1,96.8,527.3,234.7,88.4,178.7,4.2,12.2,8.1,22.6,279.6,145.9,43.7,70.8,30.2,16.3,18.2,45.2,10.8,3.2,98.2,205.8,207.7,24.2,144.1,37.8
2840.7,383.8,2180.8,2731.2,710,1249.2,95.7,137.5,92.4,102.4,515.6,244.9,90.5,167.9,5.2,9.8,10.2,24.1,280.4,149.8,46.1,71.7,30,22,19.9,49.5,11.4,3.7,73.4,154.1,163.7,22,122.2,25.8
2792.4,367.6,2023.8,2741.7,693.5,1090.7,79.9,137.8,136.5,90.8,480.5,217.1,74.1,179.2,5.8,10.5,7.7,24.2,270.5,137.4,40.9,67.4,26.3,12.3,21.5,45.8,9.5,2.4,58.9,189.9,167.2,25.8,160.5,36.7
2730.1,373.9,2073.5,2357,587,1112.6,74.9,121.8,127.6,87.4,443.2,200.4,73.3,145,4.3,7.3,7.9,17.7,229.3,114.3,35.3,48.3,27.4,16.4,19.2,42.7,9.9,2.1,67.9,172.9,158.7,23.9,135.8,38.7
2591,351.6,1897.9,2296.2,601.4,1079.1,95.2,103.4,82,93.9,437.6,197.8,78.5,146.6,4.9,7.6,6.7,18.4,255.6,124.3,38.8,54.2,23.7,12.8,14.5,46.4,10.6,3.3,69.3,185.3,160.5,15,137.1,19.7
2719.5,355.2,1947,2403.2,680.6,1062.6,116,109.3,85.5,91.9,438.1,211.8,85.8,166.2,4.7,9.1,6.7,29.5,260.2,130.7,37.8,63.7,27.2,11,17,45.2,13.6,2.1,75.2,198.4,180.8,20.4,162.7,32.8
3138.2,441.6,2481.8,2990.4,777.3,1242.9,116.7,163.4,94.5,105,558.1,245.4,98.9,197.5,11.7,10.2,8.9,42.3,332.8,159.7,47.5,73.4,33.1,15.4,19.4,53.1,15.6,4.1,66.6,279.3,227.7,28.2,223.9,51
2777.2,421.7,2228.7,2972.1,680.8,1020.9,142.3,132,81.7,107.9,488.5,239.3,99.6,176.6,5,11.4,17.8,36,292.8,149.1,44.7,69.9,24.1,15.7,19,49.6,13,2.5,73.5,214.5,239.7,31.2,163.6,47
2657.4,474.1,2196.8,2723.6,701,1014.8,111.8,125.7,81.4,105.5,526.6,252.8,94.3,166.7,11,10.9,9.7,37.9,308.9,145.3,43.9,62.5,27.4,14.9,19.9,52.7,12.7,2.9,72.3,252,185.8,33.5,181,32.8
3057.8,428.3,2467.9,3142.7,825.1,1153.1,104.5,157.2,92.7,110.2,531.6,282.9,107.2,183.8,5.8,13.2,9.8,45.5,320.4,161.7,62.3,76.5,30.5,17.5,20.2,58.4,11.7,3.8,108.7,285.1,244.7,35.4,212.4,42.7
2689.6,384.6,2159.3,2780,676.8,1068.1,101.4,107.7,76.2,90,467.9,201,83.6,163.2,5.1,11.5,7.1,28.8,283.3,137.8,46.7,68.3,25.8,15.7,20.2,51,11.7,2.8,68.7,299.8,258.1,33,215.6,97.3
2291.7,350.7,2095.7,2874,502.6,1078.8,115.3,130.4,64.1,83.5,384.7,224.8,89.9,153.4,4.8,10.5,9.7,43.3,281.5,139.5,45.9,63.4,24.2,12.3,17.3,46.2,11,2.6,82.5,239.3,218.2,29.9,241.3,37.6
2907.3,428.4,2405.4,3246.1,884.7,1254.7,101.5,169.4,87,108.6,510.7,308.3,116.2,220.9,5.2,13.6,8.9,37.4,338.1,159.9,55.7,81.5,32,12.6,29.1,61.6,12.3,3.2,95.6,288.5,306.5,41.4,258,42.2
3188.9,438.8,2272.4,3182.3,782.9,1154.9,96.2,157.6,82.8,112.6,485.4,287.5,106.7,194.9,7,15,12.2,39.3,328.7,159.4,56.5,75.4,30.3,11.9,21,56.5,10.9,3.6,100.3,264.9,300.6,42.2,261.5,64.6
3011.3,423.1,2272.8,3170.5,805.3,1245.9,132.1,149.8,75,96.8,513.5,292.2,102.8,179.1,6,12.4,9.5,36.8,336.2,159.3,50,74,32.7,24.4,22.8,58.7,11.1,3.4,100,284.8,268.2,44.9,278.6,42.9
2891.4,401.5,2378,2726.2,681.8,1210.4,100.8,131.6,76.7,90.4,469.9,262.2,99.3,167.9,4.7,11.3,8.8,45.9,278.8,137.1,44.9,62.8,30.6,14.6,20.2,49.4,10,2.6,76.2,271.6,241,34.7,157.7,38
3119.4,426.1,2373.6,2976.4,761.1,1174.3,105.1,138.1,71.5,95.3,486.5,264.5,96.7,163.4,13.8,12.1,10.6,38.2,293.3,151.5,46.2,65.7,27.9,10.4,18.4,58,10.2,3.4,103.3,314.8,303,22.1,192.7,36.3
3215,445.4,2385.8,3046.1,794.6,1169.6,118.4,128.9,73.1,103.1,512.3,262.8,108.4,185.5,4,11.9,9.6,30.9,357.6,158.1,54.7,68.5,30.4,17.2,17.5,58.1,11.9,3.1,89.4,346.8,318.8,31.4,243.5,67.5
3703.1,531.3,2758.1,3596,908,1472,136.4,169.3,85.4,117.9,558.3,335.2,126.3,221.6,5.8,16.5,13.4,45.9,394.5,186.7,60.9,90.5,36.9,17.7,29.4,64.8,14,3.7,98.2,442.9,350.2,39.7,272,63.4
3105,441.8,2457.5,3230.7,776.3,1184.1,126.8,131.6,67.6,95.4,486.3,283.4,107.3,186.9,5.2,15,13.1,52.9,338.1,159.4,54,74.4,30.2,12.1,23,58.5,12.8,3.5,92.8,338.1,283.2,39.9,282.2,54.3
3428.5,479.8,2618.1,3502.1,842.1,1427.4,110.9,162.6,76.2,95.3,533.6,327.7,120.1,207,5.4,20.7,12.8,48.2,359.1,174.8,60.6,79.7,30.9,18.9,22.6,61,31,3.4,109.5,362.5,297.9,44.5,342.3,50
3270,474.9,2635.2,3373.6,804.6,1337.1,131.1,143.3,83.9,86.9,527,297.2,118.4,200.4,4.5,19.5,10.6,49,333.8,178.6,61.8,81.7,30.4,14.2,32.3,62.1,13.2,2.5,111.6,338.4,308.1,47.2,285.1,70.3
2922.6,482.8,2469.2,3164.3,718.7,1146.5,88.7,115.6,70.3,86.2,459.4,185.1,87.6,179.1,4.3,17.9,11.9,48.3,301.3,141.3,46.7,82.6,23.6,15.3,22,54.1,13,2.4,198.3,289,265.5,36.9,323.5,64.6
2570,440.8,2530.3,3230,529.9,1193.9,105.3,143.3,97.2,68.3,373.8,257.8,97.1,167.2,4.9,16.5,10.3,45.9,310.6,156.5,49.3,81.2,25.9,12,26.1,56.1,12.7,3.1,113.8,279,272.5,38.7,376.6,43.8
3162.5,485.5,2569.9,3384.5,798.1,1379.3,108.9,173.1,119.8,95.7,521.3,326.1,110.3,224.1,6.1,23.1,13.4,53.5,357.4,169.6,59.9,90.7,37.4,13.8,27.8,76.4,16.9,3.6,122.2,402,262.8,49.8,276.5,42.4
3150.5,472.4,2400.9,3239.3,707.6,1304.7,134.7,136.8,78.4,90.5,472.6,293.2,100.3,196.6,5,18.7,13,41.7,342.7,158.9,57.1,83.3,32.4,12.2,26,71.5,14.8,5.6,111.4,462.4,306.5,49,299.7,45.6
3147.3,481.3,2528.9,3186.6,722.2,1311.9,125.1,145.7,82.5,95.2,476.7,294.6,100.2,219,5.4,25.1,12.5,43.1,338.8,160.3,50.4,84.5,30.9,12.8,25.3,63.3,13.4,3.5,118.9,304.7,245.8,57,421.6,49.9
2835.4,491.1,2344.4,2882.7,571.3,1079.8,86.9,144.2,58.3,78.6,432,269.7,108,173.8,6.3,12.9,20,43.5,292.7,155.4,49.1,68.7,22.5,13,27.8,57,10.8,3,82.5,306.3,229.9,37.9,204.9,47.7
3096.4,468.8,2520,3096.3,748.8,1250.2,90.3,129.8,103,88.3,456.9,288.5,103.4,177.1,5.2,32.3,14.3,43.5,318.4,156.1,52.5,84.9,31.7,11.2,21.7,60.1,10.1,3.1,76.7,393.8,241.9,29.1,233.3,32.6
3294.9,461,2622.7,3297.4,838.1,1273.7,92,143.6,70.1,81.9,501.2,280.5,117,196.4,5.9,15.3,14.7,52,349.2,161.4,55.6,74.3,30.1,12.3,19.9,58.5,10.2,3.4,80.4,402.3,277.2,46.8,286,36.3
